symbol,name,country,ipo_date,industry,mkt_cap
LBAI,Lakeland Bancorp Inc,US,1998-09-29,Banking,972.10542
AMPL,Amplitude Inc,US,2021-09-28,Technology,1341.0808509999995
MBIN,Merchants Bancorp,US,2017-10-26,Financial Services,1128.397391
SEAC,SeaChange International Inc,US,1996-11-05,Technology,23.589045000000002
GBIO,Generation Bio Co,US,2020-06-12,Biotechnology,248.80620800000003
IMVT,Immunovant Inc,US,2019-05-14,Biotechnology,1884.649972
FLS,Flowserve Corp,US,1997-07-23,Machinery,4197.084396999999
ODC,Oil-Dri Corporation of America,US,1971-06-25,Consumer products,271.939069
APLS,Apellis Pharmaceuticals Inc,US,2017-11-09,Biotechnology,9017.576314
STVN,Stevanato Group SpA,IT,2021-07-16,Life Sciences Tools & Services,6760.424973
IFF,International Flavors & Fragrances Inc,US,1964-03-02,Chemicals,23325.39368
WWE,World Wrestling Entertainment Inc,US,1999-10-19,Media,7472.902261999998
BIOC,Biocept Inc,US,2014-02-05,Biotechnology,5.5441
THTX,Theratechnologies Inc,CA,1993-12-21,Biotechnology,105.51886699999999
OXAC,Oxbridge Acquisition Corp,KY,2021-08-12,,44.735155999999996
PRPH,Prophase Labs Inc,US,1984-01-16,Pharmaceuticals,144.078136
MLP,Maui Land & Pineapple Company Inc,US,1993-10-27,Real Estate,231.055525
PCAR,Paccar Inc,US,1980-03-17,Machinery,35786.972811
CSSE,Chicken Soup for The Soul Entertainment Inc,US,2017-08-18,Media,42.231303000000004
SIEN,Sientra Inc,US,2014-10-29,Health Care,13.230464000000001
METX,Meten Holding Group Ltd,CN,2018-10-17,Diversified Consumer Services,5.051118
BFI,Burgerfi International Inc,US,2018-03-16,"Hotels, Restaurants & Leisure",27.873032000000002
ACAB,Atlantic Coastal Acquisition Corp II,US,2022-01-14,,390.750003
BFAC,Battery Future Acquisition Corp,US,2021-12-15,,451.94997999999987
DBGI,Digital Brands Group Inc,US,2021-05-14,Retail,2.6045849999999997
TTCF,Tattooed Chef Inc,US,2018-08-07,Food Products,128.83386499999997
FLO,Flowers Foods Inc,US,1980-03-17,Food Products,5769.914136000001
KNSW,KnightSwan Acquisition Corp,US,2022-01-21,,299.287496
SEDG,Solaredge Technologies Inc,IL,2015-03-26,Semiconductors,15734.525511000002
MCAG,Mountain Crest Acquisition Corp V,US,2021-11-12,,41.61508483446934
HEPA,Hepion Pharmaceuticals Inc,US,2014-02-07,Pharmaceuticals,54.123024
LCW,Learn CW Investment Corp,US,2021-10-08,,295.26249900194364
HBT,HBT Financial Inc,US,2019-10-11,Banking,610.1224480000001
ZIP,Ziprecruiter Inc,US,2021-05-26,Media,1690.658157
ELDN,Eledon Pharmaceuticals Inc,US,2014-09-17,Biotechnology,25.487057999999998
PXS,Pyxis Tankers Inc,GR,2015-10-28,Marine,56.14501400000001
CVNA,Carvana Co,US,2017-04-28,Retail,1702.6578229999998
ASB,Associated Banc-Corp,US,1980-03-17,Banking,2649.5372399999997
NARI,Inari Medical Inc,US,2020-05-22,Health Care,3534.734064
BWMN,Bowman Consulting Group Ltd,US,2021-05-06,Construction,362.29290099999986
AUPH,Aurinia Pharmaceuticals Inc,CA,2001-07-16,Biotechnology,1405.8061209999996
ICVX,Icosavax Inc,US,2021-07-29,Biotechnology,262.450525
REGN,Regeneron Pharmaceuticals Inc,US,1991-04-02,Biotechnology,90586.307247
OPTN,OptiNose Inc,US,2017-10-13,Pharmaceuticals,207.966739
TTMI,TTM Technologies Inc,US,2000-09-21,Electrical Equipment,1297.6982689999998
ACER,Acer Therapeutics Inc,US,2006-09-01,Pharmaceuticals,18.529868
DMTK,DermTech Inc,US,2017-06-20,Biotechnology,115.09177
ADSE,Ads-Tec Energy PLC,IE,2021-03-09,Electrical Equipment,115.186638
HAL,Halliburton Co,US,1948-09-15,,29572.494464
MAN,ManpowerGroup Inc,US,1988-05-03,Professional Services,3950.94258
STLD,Steel Dynamics Inc,US,1996-11-22,Metals & Mining,17746.281331000002
FULT,Fulton Financial Corp,US,1985-09-03,Banking,2252.3217399999994
BLBX,Blackboxstocks Inc,US,2015-05-06,Technology,12.277521
FTEK,Fuel Tech Inc,US,1993-09-07,Commercial Services & Supplies,37.264446
TMO,Thermo Fisher Scientific Inc,US,1980-08-27,Life Sciences Tools & Services,221757.171993
ADMP,Adamis Pharmaceuticals Corp,US,1995-08-14,Pharmaceuticals,15.598258999999999
MDIA,Mediaco Holding Inc,US,2020-01-02,Media,23.59349
DESP,Despegar.com Corp,AR,2019-03-07,"Hotels, Restaurants & Leisure",350.397398
PENN,PENN Entertainment Inc,US,1994-05-26,"Hotels, Restaurants & Leisure",4414.467928
MINM,Minim Inc,US,2009-10-06,Communications,4.515928
CWT,California Water Service Group,US,1980-03-17,Utilities,3353.2907399999995
AVTE,Aerovate Therapeutics Inc,US,2021-06-30,Biotechnology,453.57101799999987
MURF,Murphy Canyon Acquisition Corp,US,2022-02-03,,65.29137012007685
CNA,CNA Financial Corp,US,1981-05-22,Insurance,10540.791154999999
RGCO,RGC Resources Inc,US,1994-02-01,Utilities,233.794153
KRTX,Karuna Therapeutics Inc,US,2019-06-28,Biotechnology,6603.41033
ATRA,Atara Biotherapeutics Inc,US,2014-10-16,Biotechnology,265.716991
TNXP,Tonix Pharmaceuticals Holding Corp,US,2010-03-29,Biotechnology,36.898302
LWAY,Lifeway Foods Inc,US,1988-12-29,Food Products,89.186603
LIPO,Lipella Pharmaceuticals Inc,US,2022-12-20,Biotechnology,10.3391
ICNC,Iconic Sports Acquisition Corp,GB,2021-10-22,,453.24375999999995
COF,Capital One Financial Corp,US,1994-11-16,Financial Services,36175.900064999994
BBIO,BridgeBio Pharma Inc,US,2019-06-27,Biotechnology,2500.6685429999998
RNG,RingCentral Inc,US,2013-09-27,Technology,2836.525517
BALY,Bally's Corp,US,2019-03-29,"Hotels, Restaurants & Leisure",860.826149
RYAN,Ryan Specialty Holdings Inc,US,2021-07-22,Insurance,10798.336085000004
GWRS,Global Water Resources Inc,US,2016-04-28,Utilities,293.613871
CWST,Casella Waste Systems Inc,US,1997-10-29,Commercial Services & Supplies,4229.363921999999
ABVC,ABVC Biopharma Inc,US,2004-11-09,Biotechnology,21.43301
FSLY,Fastly Inc,US,2019-05-17,Technology,1973.795995
FIBK,First Interstate BancSystem Inc,US,2010-03-24,Banking,3109.213217
CPB,Campbell Soup Co,US,1954-11-16,Food Products,16611.934816999998
AFRI,Forafric Global PLC,GI,2001-02-05,Food Products,300.02236600000003
CENX,Century Aluminum Co,US,1996-03-28,Metals & Mining,858.6129810000001
DMAC,DiaMedica Therapeutics Inc,US,2008-01-04,Biotechnology,42.86631400000001
AVNS,Avanos Medical Inc,US,2014-10-21,Health Care,1429.1881449999998
ATXG,Addentax Group Corp,CN,2016-09-12,Logistics & Transportation,32.263754
GLT,Glatfelter Corp,US,1981-05-22,Paper & Forest,142.10238999999999
PG,Procter & Gamble Co,US,1950-03-22,Consumer products,359108.909101
CHTR,Charter Communications Inc,US,2009-12-02,Media,53469.20374700001
UNCY,Unicycive Therapeutics Inc,US,2021-06-17,Biotechnology,31.53404
SPCB,Supercom Ltd,IL,2013-09-17,Electrical Equipment,7.784948
SUNW,Sunworks Inc,US,2006-02-03,Electrical Equipment,43.917213000000004
WMB,Williams Companies Inc,US,1967-12-04,Energy ,36130.39213800002
EOLS,Evolus Inc,US,2018-02-08,Pharmaceuticals,473.29384000000005
LBTYB,Liberty Global PLC,GB,2004-06-02,Telecommunication,9228.299144
CRBU,Caribou Biosciences Inc,US,2021-07-23,Biotechnology,324.27533899999986
EWTX,Edgewise Therapeutics Inc,US,2021-03-26,Pharmaceuticals,404.879791
TBCP,Thunder Bridge Capital Partners III Inc,US,2021-02-05,,527.530010989011
FRBK,Republic First Bancorp Inc,US,1988-11-08,Banking,82.703352
BKYI,BIO-Key International Inc,US,1997-04-17,Technology,6.772169
MOV,Movado Group Inc,US,1993-09-30,"Textiles, Apparel & Luxury Goods",387.661453
DNOW,NOW Inc,US,2014-05-20,Trading Companies & Distributors,1151.810365
BCPC,Balchem Corp,US,1986-06-03,Chemicals,4044.343148999999
BCAN,BYND Cannasoft Enterprises Inc,CA,2021-04-26,Technology,114.814765
MDVL,MedAvail Holdings Inc,US,2008-10-20,Retail,22.724972
JMSB,John Marshall Bancorp Inc,US,2011-04-07,Banking,299.366875
CHCO,City Holding Co,US,1987-06-26,Banking,1310.1984730000001
NCR,NCR Corp,US,1996-12-11,Technology,3146.78709
ZION,Zions Bancorporation NA,US,1966-01-01,Banking,4368.794529
TFIN,Triumph Financial Inc,US,2014-11-07,Banking,1286.412637
IGTA,Inception Growth Acquisition Ltd,US,2021-12-09,,132.212756
CYTK,Cytokinetics Inc,US,2004-04-29,Biotechnology,3465.77773
MICS,Singing Machine Company Inc,US,1994-11-10,Consumer products,5.738932
CNSP,CNS Pharmaceuticals Inc,US,2019-11-08,Pharmaceuticals,1.669966
IBRX,Immunitybio Inc,US,2015-07-28,Biotechnology,714.7703810000003
CRGY,Crescent Energy Co,US,2021-12-08,Energy ,1979.7599569999993
GTAC,Global Technology Acquisition Corp I,US,2021-10-19,,260.500002
HMN,Horace Mann Educators Corp,US,1991-11-15,Insurance,1360.657492
INSW,International Seaways Inc,US,2016-11-16,Energy ,1864.155389
SLF,Sun Life Financial Inc,CA,2000-03-22,Insurance,37050.578656
CVBF,CVB Financial Corp,US,1983-04-04,Banking,2260.010601
PFC,Premier Financial Corp (OHIO),US,1993-07-20,Banking,714.9813259999999
HLMN,Hillman Solutions Corp,US,2020-10-14,Machinery,1531.0958929999995
VLAT,Valor Latitude Acquisition Corp,KY,2021-05-06,,294.4
LITM,Snow Lake Resources Ltd,CA,2021-11-19,Metals & Mining,33.51930000000001
L,Loews Corp,US,1959-03-13,Insurance,13249.168627
ALOT,AstroNova Inc,US,1983-05-26,Technology,102.893096
NBST,Newbury Street Acquisition Corp,US,2021-03-23,,91.40657899999998
LTH,Life Time Group Holdings Inc,US,2021-10-07,"Hotels, Restaurants & Leisure",3136.1445159999994
ZTEK,Zentek Ltd,CA,2010-12-22,Health Care,213.63057200000003
NWBI,Northwest Bancshares Inc,US,1994-11-07,Banking,1482.6467459999994
WLK,Westlake Corp,US,2004-08-11,Chemicals,14384.329161000001
IPWR,Ideal Power Inc,US,2013-11-22,Electrical Equipment,63.334829000000006
MLNK,Meridianlink Inc,US,2021-07-28,Technology,1358.5882630000006
OOMA,Ooma Inc,US,2015-07-17,Telecommunication,317.439995
RDN,Radian Group Inc,US,1992-10-30,Financial Services,3451.9563109999995
HSC,Harsco Corp,US,1981-05-22,Commercial Services & Supplies,506.42971599999987
EIX,Edison International,US,1926-05-27,Utilities,27759.021932
SHEN,Shenandoah Telecommunications Co,US,1994-03-24,Telecommunication,994.5501779999997
GSIT,GSI Technology Inc,US,2007-03-29,Semiconductors,49.370117
FRSH,Freshworks Inc,US,2021-09-22,Technology,4255.963189
VFC,VF Corp,US,1951-03-19,"Textiles, Apparel & Luxury Goods",8297.823465000001
EDR,Endeavor Group Holdings Inc,US,2019-09-27,Media,16019.967094999998
DRCT,Direct Digital Holdings Inc,US,2022-02-11,Media,41.434336
SNCE,Science 37 Holdings Inc,US,2020-11-20,Life Sciences Tools & Services,35.964335999999996
CRK,Comstock Resources Inc,US,1996-12-17,Energy ,2886.1055830000005
LL,LL Flooring Holdings Inc,US,2007-11-09,Retail,105.034264
BOLT,Bolt Biotherapeutics Inc,US,2021-02-05,Biotechnology,50.291337
SAMG,Silvercrest Asset Management Group Inc,US,2013-06-27,Financial Services,248.106363
ARRW,Arrowroot Acquisition Corp,US,2021-03-02,,368.718758
GCTK,GlucoTrack Inc,IL,2013-04-09,Health Care,18.449322
AMRC,Ameresco Inc,US,2010-07-22,Construction,2314.299588
OVBC,Ohio Valley Banc Corp,US,1964-01-16,Banking,116.260021
VECT,VectivBio Holding AG,CH,2021-04-09,Biotechnology,571.493454
SAR,Saratoga Investment Corp,US,2010-08-13,Financial Services,274.789464
AGIL,AgileThought Inc,US,2020-01-14,Technology,167.61002400000004
MATV,Mativ Holdings Inc,US,1995-11-09,Chemicals,1151.7320140000002
PPSI,Pioneer Power Solutions Inc,US,2013-09-19,Electrical Equipment,35.106142999999996
MNST,Monster Beverage Corp,US,1985-12-09,Beverages,54915.673652
VERX,Vertex Inc,US,2020-07-29,Technology,3319.118273
IXAQ,IX Acquisition Corp,GB,2021-10-07,,296.125005
WSBF,Waterstone Financial Inc,US,2005-10-05,Financial Services,325.14330099999995
DAIO,Data I/O Corp,US,1981-05-06,Electrical Equipment,42.767668
MED,Medifast Inc,US,1993-12-30,Consumer products,1034.7065929999999
QURE,Uniqure NV,NL,2014-02-05,Biotechnology,918.977341
KTB,Kontoor Brands Inc,US,2019-05-09,"Textiles, Apparel & Luxury Goods",2537.860147
VXRT,Vaxart Inc,US,1980-03-17,Biotechnology,99.841167
CERS,Cerus Corp,US,1997-01-31,Health Care,509.763278
LGMK,LogicMark Inc,US,2013-08-02,Health Care,3.185002
LGVC,LAMF Global Ventures I Corp,US,2021-11-11,,364.071025
BRO,Brown & Brown Inc,US,1997-12-08,Insurance,16813.176239
MOD,Modine Manufacturing Co,US,1982-09-20,Auto Components,1072.633421
BNIX,Bannix Acquisition Corp,US,2021-09-10,,97.9153589990366
TKR,Timken Co,US,1922-01-01,Machinery,5334.689655000001
AAOI,Applied Optoelectronics Inc,US,2013-09-26,Communications,62.17302999999999
HBB,Hamilton Beach Brands Holding Co,US,2017-09-26,Consumer products,142.57573400000004
RUN,Sunrun Inc,US,2015-08-05,Electrical Equipment,3983.858626000001
MPRA,Mercato Partners Acquisition Corp,US,2021-11-04,,300.437495
NRIM,Northrim BanCorp Inc,US,1990-11-15,Banking,256.532757
AKYA,Akoya Biosciences Inc,US,2021-04-16,Life Sciences Tools & Services,273.377886
SHAP,Spree Acquisition Corp 1 Ltd,US,2021-12-16,,271.392179
NRC,National Research Corp,US,1997-10-01,Health Care,1069.8560029999999
OVLY,Oak Valley Bancorp,US,1997-02-07,Banking,194.787542
WHG,Westwood Holdings Group Inc,US,2002-06-13,Financial Services,89.85321699999999
PLSE,Pulse Biosciences Inc,US,2016-05-18,Health Care,137.964809
NKE,Nike Inc,US,1980-12-02,"Textiles, Apparel & Luxury Goods",186421.040941
HSTM,HealthStream Inc,US,2000-04-11,Health Care,818.0736729999999
BRKH,BurTech Acquisition Corp,US,2021-12-13,,388.1106235022135
LEXX,Lexaria Bioscience Corp,CA,2009-10-28,Pharmaceuticals,14.103864000000002
TCRR,TCR2 Therapeutics Inc,US,2019-02-14,Biotechnology,57.68897199999999
BE,Bloom Energy Corp,US,2018-07-25,Electrical Equipment,3662.2105549999997
HCNE,Jaws Hurricane Acquisition Corp,US,2021-06-15,,401.637494
FTK,Flotek Industries Inc,US,1996-09-10,Chemicals,59.965056000000004
REVG,REV Group Inc,US,2017-01-27,Machinery,680.767709
LZB,La-Z-Boy Inc,US,1987-08-20,Consumer products,1203.617567
RIDE,Lordstown Motors Corp,US,2019-03-01,Automobiles,141.479185
SNBR,Sleep Number Corp,US,1987-02-27,Retail,612.4294719999999
TENB,Tenable Holdings Inc,US,2018-07-26,Technology,5228.960908
TPC,Tutor Perini Corp,US,1981-05-22,Construction,296.24767999999995
SIDU,Sidus Space Inc,US,2021-12-15,Aerospace & Defense,17.636368
CNTG,Centogene NV,DE,2019-11-07,Biotechnology,14.669179999999999
TSCO,Tractor Supply Co,US,1994-02-17,Retail,25936.420170000005
REX,REX American Resources Corp,US,1984-07-18,Energy ,493.35489299999995
JAMF,Jamf Holding Corp,US,2020-07-22,Technology,2408.849102
ELYS,Elys Game Technology Corp,CA,2004-07-12,"Hotels, Restaurants & Leisure",15.518023000000001
NPO,EnPro Industries Inc,US,2002-05-24,Machinery,2006.709284
BFAM,Bright Horizons Family Solutions Inc,US,2013-01-25,Diversified Consumer Services,4350.221262
IPDN,Professional Diversity Network Inc,US,2013-03-05,Media,55.45546499999999
HUT,Hut 8 Mining Corp,CA,2012-10-04,Technology,496.23173899999995
OTRK,Ontrak Inc,US,2002-09-27,Health Care,13.913516
CIEN,Ciena Corp,US,1997-02-01,Communications,7529.584592
AEIS,Advanced Energy Industries Inc,US,1995-11-17,Electrical Equipment,3376.0457889999993
VERA,Vera Therapeutics Inc,US,2021-05-14,Biotechnology,256.273908
CROX,Crocs Inc,US,2006-02-08,"Textiles, Apparel & Luxury Goods",7525.066084
RYI,Ryerson Holding Corp,US,2014-08-07,Metals & Mining,1257.610512
AMST,Amesite Inc,US,2020-09-25,Diversified Consumer Services,9.044091
ONFO,Onfolio Holdings Inc,US,2022-08-26,Media,7.46088
CIA,Citizens Inc,US,1980-12-04,Insurance,180.919622
LUV,Southwest Airlines Co,US,1977-06-27,Airlines,18773.512522999998
OXBR,Oxbridge Re Holdings Ltd,KY,2014-03-27,Insurance,9.913936
GSRM,GSR II Meteora Acquisition Corp,US,2022-02-25,,404.40466900000007
WDAY,Workday Inc,US,2012-12-10,Technology,50973.789368
EVH,Evolent Health Inc,US,2015-06-05,Health Care,3498.1510389999994
CTAS,Cintas Corp,US,1983-01-01,Commercial Services & Supplies,45905.018636
HWBK,Hawthorn Bancshares Inc,US,2000-06-19,Banking,154.39132699999996
FCN,FTI Consulting Inc,US,1996-05-09,Professional Services,6798.632325999999
K,Kellogg Co,US,1952-01-09,Food Products,23241.040806
HHC,Howard Hughes Corp,US,2010-11-05,Real Estate,3771.992831
BRLI,Brilliant Acquisition Corp,CN,2020-06-24,,19.711554
LITT,Logistics Innovation Technologies Corp,US,2021-06-11,,432.51192599999996
SMAR,Smartsheet Inc,US,2018-04-27,Technology,6014.009985000001
FACT,Freedom Acquisition I Corp,US,2021-02-26,,444.18750799999987
SWI,SolarWinds Corp,US,2018-10-19,Technology,1347.6028019999999
AQST,Aquestive Therapeutics Inc,US,2018-07-25,Pharmaceuticals,65.368548
YTRA,Yatra Online Inc,IN,2016-12-19,"Hotels, Restaurants & Leisure",117.473881
LYT,Lytus Technologies Holdings Ptv Ltd,AE,2022-06-15,Media,22.094953
FATP,Fat Projects Acquisition Corp,SG,2021-08-23,,121.14445100000002
KMI,Kinder Morgan Inc,US,2011-02-11,Energy ,39812.13415
PRQR,ProQR Therapeutics NV,NL,2014-09-18,Biotechnology,180.222085
QRTEA,Qurate Retail Inc,US,1991-03-28,Retail,336.536787
HYLN,Hyliion Holdings Corp,US,2019-03-04,Machinery,329.37604900000014
NNOX,Nano-X Imaging Ltd,IL,2020-08-21,Health Care,303.154109
GOCO,Gohealth Inc,US,2020-07-15,Insurance,314.895807
AZO,Autozone Inc,US,1991-04-02,Retail,46558.70302899999
AXON,Axon Enterprise Inc,US,2001-05-08,Aerospace & Defense,16008.56069
RICK,RCI Hospitality Holdings Inc,US,1995-10-13,"Hotels, Restaurants & Leisure",691.7130550000003
RE,Everest Re Group Ltd,BM,1995-10-03,Insurance,14178.834740000002
GDDY,GoDaddy Inc,US,2015-04-02,Technology,11770.143448
YOU,Clear Secure Inc,US,2021-06-30,Technology,3676.5900420000003
BTU,Peabody Energy Corp,US,2017-04-03,Energy ,3641.9823109999998
ASTR,Astra Space Inc,US,2020-07-08,Aerospace & Defense,99.71137699999998
FVRR,Fiverr International Ltd,IL,2019-06-13,Professional Services,1303.765365
AUR,Aurora Innovation Inc,US,2021-05-06,Commercial Services & Supplies,1480.6352630000001
CATC,Cambridge Bancorp,US,1994-03-08,Banking,499.18614299999996
HUGE,FSD Pharma Inc,CA,2018-05-29,Pharmaceuticals,87.258804
GGE,Green Giant Inc,CN,2005-11-08,Real Estate,157.89494999999997
KGC,Kinross Gold Corp,CA,1905-05-25,Metals & Mining,8347.2725
STNE,StoneCo Ltd,KY,2018-10-25,Financial Services,2684.589342
EURN,Euronav NV,BE,2004-12-01,Energy ,3077.605998
CNM,Core & Main Inc,US,2021-07-23,Trading Companies & Distributors,5417.601037000001
LVTX,LAVA Therapeutics NV,NL,2021-03-29,Biotechnology,36.89076
VTOL,Bristow Group Inc,US,2013-01-22,,633.640634
QLYS,Qualys Inc,US,2012-09-28,Technology,4705.384719
ROCK,Gibraltar Industries Inc,US,1993-11-05,Building,1429.415211
ETSY,ETSY Inc,US,2015-04-16,Retail,12970.981203
FLL,Full House Resorts Inc,US,1993-08-10,"Hotels, Restaurants & Leisure",235.031343
AMPG,Amplitech Group Inc,US,2013-02-20,Electrical Equipment,25.923835999999998
WISA,WiSA Technologies Inc,US,2018-07-27,Semiconductors,3.955172
BFLY,Butterfly Network Inc,US,2020-05-26,Health Care,463.842843
BBSI,Barrett Business Services Inc,US,1993-06-11,Professional Services,605.741882
CAR,Avis Budget Group Inc,US,1983-09-15,Road & Rail,7161.533325
CENN,Cenntro Electric Group Ltd,US,2018-06-20,Automobiles,112.38844400000002
RDNT,RadNet Inc,US,2001-12-12,Health Care,1505.477437
JBT,John Bean Technologies Corp,US,2008-07-18,Machinery,3255.262035
MDXG,MiMedx Group Inc,US,2007-08-20,Biotechnology,378.755857
OIS,Oil States International Inc,US,2001-02-09,,520.816109
BNTC,Benitec Biopharma Inc,US,2012-07-11,Biotechnology,5.876043
WPRT,Westport Fuel Systems Inc,CA,1995-08-22,Machinery,196.998649
BMAC,Black Mountain Acquisition Corp,US,2021-10-14,,358.45501600000006
ATAQ,Altimar Acquisition Corp III,US,2021-03-04,,80.42494501825358
CYTO,Altamira Therapeutics Ltd,BM,2014-08-06,Pharmaceuticals,2.151345
EVER,EverQuote Inc,US,2018-06-28,Media,454.30582299999986
TW,Tradeweb Markets Inc,US,2019-04-04,Financial Services,17463.301978
SNTI,Senti Biosciences Inc,US,2021-05-26,Biotechnology,53.911478
CSLM,Consilium Acquisition I Ltd Corp,US,2022-01-13,,245.251883
MBWM,Mercantile Bank Corp,US,1997-10-24,Banking,463.698167
FBNC,First Bancorp (North Carolina),US,1987-04-30,Banking,1418.4743840000006
